,ID,X,Y,H,H_err,J,J_err,K,K_err,chi,sharp,ra,dec
21,5000012,4026.422,-60.601,,,18.599,0.0091,17.0875,0.0122,0.8775,-0.0965,359.37803908822275,-32.738960624396285
287,202211,4021.735,54.408,25.125,0.1766,,0.1366,,,0.0560,7.6725,359.37829171097627,-32.73384932431965
299,1963,3023.824,56.418,25.79,0.2177,,0.2272,,,0.0400,7.9595,359.43101627011197,-32.73378538610964
311,1991,2872.851,60.211,25.886000000000003,0.2159,,0.1722,,,0.0450,7.4730,359.43899296191495,-32.733618729364714
314,202319,3210.721,62.030,26.290999999999997,0.2682,,0.2136,,,0.0400,8.0305,359.421141712266,-32.73353288904018
320,202517,2657.333,63.130,26.427,0.2821,,0.2781,,,0.0300,7.4430,359.4503798341452,-32.73349086239781
321,202278,2644.103,63.676,26.326999999999998,0.2685,,0.2777,,,0.0300,7.3660,359.45107884145483,-32.7334666768713
325,202332,1995.975,64.922,26.351,0.2703,,0.2071,26.0955,0.2704,0.0267,9.3317,359.4853224872671,-32.73341051720607
330,202355,2731.784,65.719,25.633000000000003,0.2122,,0.2325,,,0.0400,7.6305,359.4464462602,-32.733375268392656
333,202350,2130.285,66.222,25.741999999999997,0.2948,,0.1249,,,0.0510,6.4030,359.4782262531155,-32.733353666580605
345,2118,1437.932,69.718,26.468000000000004,0.2828,,0.2465,,,0.0300,7.2590,359.5148063834953,-32.73318923125941
348,202607,762.010,70.772,24.972,0.1701,,0.2897,,,0.0550,7.7230,359.5505183286541,-32.73312329584922
487,3653,2226.883,124.772,26.192,0.2583,,0.2731,21.2125,0.2044,0.3900,6.9650,359.4731223049721,-32.730751879969574
488,3812,2218.219,124.927,26.292,0.2672,,0.2993,21.0225,0.1754,0.3900,6.5160,359.4735800504231,-32.73074496195083
509,3946,2291.940,133.021,26.336,0.2779,,,25.0795,0.2182,0.0400,8.0955,359.46968512327436,-32.73038542589259
567,205089,3534.680,151.278,18.357999999999997,0.0885,18.784000000000002,0.0089,18.4605,0.0169,2.1983,-0.1400,359.4040281479438,-32.72955917158989
611,5000376,3320.953,159.226,,,22.746000000000002,0.0490,20.6645,0.0823,0.7230,1.3440,359.41532004884414,-32.72921091764082
662,5425,1468.634,179.844,19.162999999999997,0.0548,19.076,0.0095,17.3035,0.0118,0.9483,-0.0260,359.5131816403663,-32.72829540075093
663,5460,1471.886,180.271,19.186999999999998,0.0465,19.519000000000002,0.0099,18.2835,0.0165,0.8637,-0.0620,359.5130098217871,-32.72827648824586
668,206122,1469.091,183.140,17.823999999999998,0.0213,18.588,0.0060,17.1685,0.0095,0.8460,0.0353,359.5131574180087,-32.728148921946186
671,5632,1472.318,183.969,17.245,0.0169,18.502000000000002,0.0063,16.720499999999998,0.0055,0.7850,0.2133,359.51298691098793,-32.72811214235245
693,5802,1472.961,190.543,19.522,0.0486,21.204,0.0175,18.6795,0.0192,0.8863,-0.1750,359.51295278481035,-32.727819979238944
811,5000492,3061.815,227.808,,,22.816000000000003,0.0534,20.7435,0.0704,0.7025,-0.5040,359.42901211091487,-32.72616753764118
957,208822,4106.289,283.657,14.681000000000001,0.0260,15.073,0.0051,14.671499999999998,0.0066,3.7017,-0.2167,359.37383473173634,-32.723657387477395
959,5000594,870.750,284.171,,,17.447,0.0057,16.9805,0.0081,0.9060,0.0010,359.54476469371303,-32.723642715715314
979,5000607,4476.807,290.823,,,17.864,0.0083,17.2405,0.0176,1.4540,0.2055,359.3542611133949,-32.72332316571748
1017,210254,2280.943,300.791,17.365000000000002,0.0261,18.17,0.0068,17.4415,0.0097,1.3907,0.0987,359.4702657148114,-32.722929002966744
1093,210022,3907.160,321.316,19.146,0.0333,19.906000000000002,0.0080,18.5775,0.0115,0.7983,0.2027,359.38435599707697,-32.72199086513784
1306,212488,4018.595,372.764,19.677,0.0752,21.46,0.0192,18.8125,0.0156,0.9387,0.0090,359.3784713453869,-32.71970038123008
1334,5000794,3501.803,378.889,,,22.434,0.0394,20.5605,0.0508,0.6465,0.7700,359.4057718493286,-32.71944402227865
1424,11438,1334.439,395.074,19.930999999999997,0.0619,21.990000000000002,0.0257,20.4115,0.0310,0.9923,0.5410,359.52026550745074,-32.718726787032814
1519,212840,1743.925,412.780,20.183,0.0584,20.928,0.0145,18.7165,0.0160,0.7347,0.3600,359.49863371131386,-32.7179474338396
1534,12019,1740.613,415.846,20.795,0.0991,22.338,0.0313,20.3365,0.0327,0.7913,1.1197,359.49880861851716,-32.71781112150689
1583,12004,3646.949,427.654,17.561,0.0282,18.225,0.0072,17.4885,0.0093,1.8607,0.2573,359.3981059391172,-32.71727284398624
1620,12696,1077.150,443.307,16.266,0.0089,17.405,0.0055,16.8675,0.0093,1.1923,-0.3140,359.5338554044187,-32.7165764504381
1636,214056,3449.253,446.519,17.117,0.0567,17.79,0.0052,16.9095,0.0096,2.2087,-0.0400,359.4085497829496,-32.71643954270192
1679,214070,2422.072,460.502,20.359,0.0895,20.060000000000002,0.0118,19.3715,0.0219,0.7670,0.4340,359.46281028144443,-32.71583084486157
1689,214473,2420.125,463.972,18.057000000000002,0.0125,18.751,0.0047,17.2805,0.0052,0.6360,0.1360,359.4629131345198,-32.7156766254016
1691,214644,4546.807,464.862,25.668999999999997,0.2075,,0.1654,,,0.0500,7.7880,359.3505730327461,-32.7155848402892
1730,13374,4552.446,474.319,25.793,0.2099,,0.1551,,,0.0450,7.3715,359.35027569860637,-32.715164260431735
1766,13485,4552.132,483.679,25.909,0.2213,,0.1608,,,0.0450,7.5825,359.3502928199095,-32.714748278419094
1849,14284,1248.663,516.356,19.923000000000002,0.0737,20.767000000000003,0.0143,19.3455,0.0161,0.8253,0.2783,359.52479312603174,-32.713334447836104
1898,5000714,4125.177,531.097,19.683,0.0718,20.081000000000003,0.0110,19.3365,0.0258,1.1883,0.3347,359.3728482648616,-32.712659395670684
1939,14727,945.055,539.661,17.016,0.0625,15.611,0.0035,15.0075,0.0059,2.2857,-0.1137,359.54082966679243,-32.712290086012985
1993,15137,1263.962,556.376,20.997,0.1046,22.049000000000003,0.0294,19.4405,0.0276,0.9447,1.1390,359.5239838245267,-32.71155616916018
2142,15963,1229.088,586.756,20.186999999999998,0.0731,19.738000000000003,0.0088,18.1535,0.0132,0.9270,0.3713,359.52582501697435,-32.710205082757916
2151,216770,4514.819,588.260,18.942,0.0398,19.44,0.0104,18.5715,0.0165,1.0127,0.0647,359.3522696937982,-32.710102048518266
2155,15815,4523.513,589.053,17.854999999999997,0.0327,19.221,0.0091,17.9635,0.0153,1.0130,0.1473,359.35181051491287,-32.71006639145765
2160,15843,4528.661,590.869,18.021,0.0291,19.055000000000003,0.0082,17.9985,0.0144,1.0357,0.2777,359.351538696419,-32.70998543561892
2165,15883,4519.028,591.429,18.359,0.0273,18.819000000000003,0.0077,17.9895,0.0129,0.9460,0.2010,359.3520475495134,-32.70996100531673
2171,15954,4514.410,592.401,19.088,0.0436,19.318,0.0102,18.389499999999998,0.0155,0.9940,0.1240,359.3522915298991,-32.70991802463119
2172,217407,4533.711,592.553,17.912999999999997,0.0303,19.072000000000003,0.0094,18.3535,0.0157,1.0450,0.3667,359.3512720473668,-32.70991035050869
2174,217434,4524.041,593.006,18.027,0.0359,18.631,0.0071,17.7125,0.0128,0.9983,0.2417,359.35178284843096,-32.70989067856845
2185,15884,4528.432,594.932,17.883000000000003,0.0433,18.35,0.0084,17.7735,0.0143,1.0287,-0.1210,359.35155102188475,-32.70980486992072
2189,216971,4520.319,595.535,18.128999999999998,0.0350,18.712,0.0079,17.9075,0.0143,0.9720,0.0423,359.35197958912124,-32.70977845627638
2193,217742,4516.042,596.221,18.732,0.0307,18.87,0.0082,18.0725,0.0150,0.9070,0.1863,359.35220554117575,-32.709748170583296
2196,16000,4532.005,596.377,17.969,0.0457,18.715,0.0096,17.7515,0.0153,1.1040,-0.0517,359.35136237575284,-32.70974047757059
2198,15999,4524.947,596.963,15.367,0.0387,17.955000000000002,0.0092,17.1985,0.0178,1.0323,-0.0943,359.3517352161273,-32.709714769898305
2205,217743,4522.627,598.636,17.991,0.0327,17.102,0.0051,16.9945,0.0136,1.0450,-0.0983,359.3518578539881,-32.7096405252205
2209,217570,4527.459,599.127,15.282,0.0348,17.363,0.0058,16.432499999999997,0.0117,1.2283,-0.1957,359.3516026531801,-32.70961847306121
2212,16068,4518.390,599.917,18.493000000000002,0.0362,18.659000000000002,0.0068,17.4225,0.0124,0.9500,0.0143,359.35208172637226,-32.70958379357006
2214,218181,4513.599,600.347,19.079,0.0404,19.074,0.0092,18.2125,0.0149,0.9353,0.1327,359.352334813238,-32.7095649097445
2215,16136,4531.291,600.384,16.058,0.0270,18.081000000000003,0.0070,17.2605,0.0113,1.4117,-0.3333,359.35140031627935,-32.70956242392304
2224,5000783,4521.886,601.366,18.137,0.0649,16.443,0.0046,15.3005,0.0088,1.1723,0.1927,359.351897147716,-32.709519227897964
2230,218067,4526.437,603.051,17.769,0.2399,16.914,0.0051,15.493499999999997,0.0094,1.9377,-0.2007,359.3516568571626,-32.709444122879866
2233,218066,4516.720,603.486,18.573,0.0325,18.747,0.0086,17.8445,0.0145,0.9007,-0.0583,359.3521701370362,-32.70942525159721
2238,5000786,4523.558,603.851,17.417,0.0432,17.669,0.0085,15.703499999999998,0.0104,1.1637,0.0280,359.3518089720672,-32.70940870463089
2245,16386,4520.340,605.001,18.224000000000004,0.0333,17.63,0.0060,16.6755,0.0118,1.1423,0.1520,359.35197901263825,-32.70935774684863
2247,16387,4528.605,605.453,18.455,0.1244,16.188000000000002,0.0044,15.633499999999998,0.0166,1.3167,-0.0923,359.351542478331,-32.70933726465699
2250,218569,4526.227,605.820,17.528,0.0491,15.577000000000002,0.0031,14.1675,0.0046,1.2530,-0.0393,359.35166810570473,-32.70932106700223
2258,218499,4515.485,607.349,19.012,0.0410,18.809,0.0090,17.7315,0.0144,0.9383,-0.0287,359.3522355870849,-32.709253622357856
2259,16548,4533.951,607.387,16.475,0.0236,18.173000000000002,0.0085,17.1965,0.0125,1.0477,0.0797,359.35126021057175,-32.70925105436385
2261,218893,4523.345,607.950,17.926000000000002,0.0359,18.313000000000002,0.0078,16.9765,0.0130,1.0987,0.1077,359.3518204538137,-32.70922653814616
2270,16522,4519.426,609.348,18.412999999999997,0.0355,18.574,0.0076,17.5805,0.0128,1.0173,0.1210,359.3520275349447,-32.70916459149054
2271,218792,4527.541,609.688,18.154000000000003,0.0353,17.294,0.0063,17.7105,0.0128,1.0000,-0.0857,359.35159891827004,-32.70914909436557
2278,219034,4532.817,611.573,17.502000000000002,0.0269,18.610000000000003,0.0082,17.4025,0.0107,0.9660,0.0377,359.35132034568454,-32.709065065307904
2281,16546,4523.877,611.989,18.351999999999997,0.0335,18.693,0.0083,17.8225,0.0125,0.9603,0.0923,359.35179258113936,-32.70904700286051
2282,218678,4515.127,612.020,19.134,0.0525,19.115000000000002,0.0098,18.3155,0.0158,1.0490,0.2430,359.35225475897755,-32.70904604064128
2285,218287,3990.609,612.838,19.789,0.0591,20.604000000000003,0.0134,18.9595,0.0183,1.2703,0.7147,359.37995992450954,-32.70903149896191
2291,218994,4519.804,613.801,18.735999999999997,0.0422,18.663,0.0084,18.0765,0.0149,1.0010,0.1567,359.35200781946156,-32.7089666636804
2301,219221,4525.192,616.114,18.573,0.0397,18.753,0.0087,18.2725,0.0137,0.9767,0.1517,359.35172335535333,-32.708863608091185
2306,16806,4529.523,617.951,18.691000000000003,0.0494,18.953000000000003,0.0090,18.6265,0.0147,1.0503,0.0367,359.35149469569257,-32.70878175772685
2307,218972,4521.227,618.077,19.07,0.0599,19.215,0.0099,18.6695,0.0169,1.0767,0.2650,359.35193289724094,-32.70877655282568
2361,16846,2954.067,627.305,20.506999999999998,0.0677,20.579,0.0136,19.8065,0.0205,0.6903,-0.4270,359.43471055366314,-32.7084137190145
2379,218469,2956.063,630.156,19.488999999999997,0.0339,19.642000000000003,0.0068,18.4405,0.0117,0.6160,0.0700,359.43460516859767,-32.70828698281387
2410,17113,2956.392,633.982,18.119,0.0115,18.699,0.0036,16.9635,0.0045,0.5563,0.0783,359.4345878492595,-32.70811693489057
2428,219321,3289.787,636.106,15.01,0.0286,15.695,0.0043,14.915499999999998,0.0058,4.7463,-0.1627,359.41697806648904,-32.7080170097782
2433,219289,2957.424,637.010,18.615000000000002,0.0185,19.701,0.0074,18.5015,0.0135,0.5850,0.1417,359.4345333855806,-32.707982344404606
2444,17397,2956.378,639.617,19.393,0.0383,20.769000000000002,0.0144,19.2175,0.0220,0.6510,0.1973,359.4345886747303,-32.7078664917397
2525,17830,2541.989,672.448,19.838,0.0557,20.377000000000002,0.0127,19.0555,0.0163,0.7077,0.0013,359.4564766803594,-32.70641077988006
2527,17809,2538.261,672.728,19.429000000000002,0.0595,19.808,0.0083,18.2045,0.0112,0.6770,-0.1833,359.4566735898438,-32.70639834915716
2540,219842,2539.995,674.595,18.594,0.0184,19.714000000000002,0.0065,18.1115,0.0084,0.6487,-0.0203,359.45658201025566,-32.70631536540779
2559,220020,616.099,681.195,20.521,0.1116,21.627000000000002,0.0219,19.7045,0.0204,1.1790,0.6840,359.5581992910191,-32.70598811146991
2581,220283,2924.708,686.597,18.537,0.0172,19.548000000000002,0.0080,17.6595,0.0089,0.6833,0.1850,359.43626214915264,-32.70577889770004
2585,18319,2920.871,688.469,18.067999999999998,0.0130,19.013,0.0050,17.2545,0.0060,0.6697,0.1497,359.43646484003045,-32.70569574462818
2597,18369,2918.202,692.291,18.526000000000003,0.0180,19.787000000000003,0.0084,18.0025,0.0104,0.7103,0.3773,359.43660586660457,-32.705525910888284
2599,220614,2913.376,692.866,19.406,0.0329,19.969,0.0089,18.5615,0.0131,0.7940,0.3857,359.43686077542566,-32.70550041327036
2618,220713,3166.704,699.234,19.127000000000002,0.0283,19.771,0.0091,18.2995,0.0118,0.7137,-0.1290,359.4234805810925,-32.70521365989971
2627,220056,3169.403,702.496,18.238,0.0232,19.053,0.0058,17.2515,0.0075,0.6430,-0.2323,359.42333809326925,-32.705068635341185
2628,18631,2465.379,702.561,19.915,0.0800,20.128,0.0119,19.4545,0.0212,1.4830,0.2037,359.46052319622936,-32.705072648968056
2634,220665,3169.852,705.466,17.613,0.0110,18.681,0.0045,16.618499999999997,0.0049,0.6687,0.0707,359.4233144399672,-32.70493662801297
2644,220765,3171.401,709.279,18.417,0.0217,19.659000000000002,0.0100,18.1915,0.0127,0.8260,-0.2087,359.423232704801,-32.70476713478351
2692,221126,3845.851,722.169,18.344,0.0249,19.316000000000003,0.0060,17.8245,0.0094,0.5640,-0.1613,359.3876102902203,-32.70417731597534
2697,19032,3842.903,722.716,17.878999999999998,0.0206,19.038,0.0053,17.7735,0.0094,0.5760,-0.3650,359.38776601681866,-32.70415310090583
2702,5000884,3844.728,724.320,17.466,0.0098,18.367,0.0038,16.6585,0.0050,0.5443,0.0210,359.3876696870329,-32.70408175301066
2894,20745,4550.192,806.020,25.783,0.2161,,0.2261,,,0.0400,7.6630,359.35041369045643,-32.700422195355756
3031,224309,48.135,853.608,25.676000000000002,0.2066,,,25.764499999999998,0.2922,0.0400,7.6815,359.5881876821449,-32.698299678929246
3137,225353,2545.251,886.850,19.694000000000003,0.0446,20.624000000000002,0.0132,18.8705,0.0133,0.8547,0.3810,359.45630534562116,-32.69688182675452
3169,225646,3125.717,897.600,19.471000000000004,0.0615,20.379,0.0115,18.7945,0.0151,0.9823,0.2560,359.4256493407361,-32.69639812904198
3194,225880,3140.476,907.579,19.084000000000003,0.0484,20.582,0.0120,18.3745,0.0089,0.8970,0.4423,359.4248700767944,-32.69595437182025
3205,225860,351.343,912.748,19.430999999999997,0.0958,20.034000000000002,0.0107,18.2255,0.0101,0.9810,0.0573,359.57217098334536,-32.69568584191081
3214,226003,351.262,915.016,19.197000000000003,0.0289,19.885,0.0085,18.5215,0.0104,0.8037,-0.0730,359.57217514082527,-32.695585038807664
3324,24055,2622.065,949.593,18.019,0.0215,18.453000000000003,0.0042,17.3995,0.0060,1.1450,0.3237,359.45224896572455,-32.69409290310229
3355,24281,3021.373,957.489,17.25,0.1353,15.212,0.0037,14.351499999999998,0.0078,5.0280,-0.2123,359.4311610573998,-32.6937380194509
3360,24282,3025.160,958.174,14.666,0.0231,15.202000000000002,0.0074,14.2275,0.0110,4.9893,0.1307,359.4309610728698,-32.69370752074856
3379,227246,2792.617,963.146,20.384999999999998,0.0845,20.807000000000002,0.0139,19.5695,0.0187,1.0780,0.1227,359.44324201179484,-32.69348929347382
3391,24500,1469.683,965.902,18.270000000000003,0.0263,19.103,0.0056,17.7315,0.0090,0.5530,0.1620,359.5131075653334,-32.69335968144198
3397,227347,1472.073,967.292,18.399,0.0152,19.206000000000003,0.0057,17.3975,0.0056,0.5567,0.1757,359.51298131412074,-32.693297951677
3401,24593,1469.850,968.239,18.148000000000003,0.0159,19.426000000000002,0.0072,17.4015,0.0090,0.5900,0.2950,359.51309869046446,-32.6932558184978
3534,25348,2586.897,1006.891,19.971000000000004,0.0542,20.763,0.0140,19.0265,0.0132,0.9513,0.4023,359.45410655880426,-32.69154651267811
3559,228499,2247.500,1013.361,20.198,0.2135,19.542,0.0093,19.0985,0.0273,1.5737,-0.1713,359.4720300847787,-32.69125927868029
3627,5001089,2623.140,1030.386,20.700000000000003,0.1352,20.652,0.0135,19.1655,0.0161,0.7427,0.5953,359.4521927200555,-32.69050210893034
3641,26261,2623.741,1033.255,19.503999999999998,0.0363,20.321,0.0093,19.0635,0.0119,0.7637,0.1660,359.452161000378,-32.69037459491081
3741,26497,1898.295,1057.909,19.898000000000003,0.0500,21.814,0.0232,19.1245,0.0201,0.9287,0.3970,359.49047097575027,-32.68927704364629
3805,5001119,1410.697,1078.252,19.721000000000004,0.0539,20.179000000000002,0.0121,19.3445,0.0263,1.0393,-0.3797,359.5162198368715,-32.68836514635434
3821,230147,3428.843,1081.645,19.14,0.0535,20.21,0.0091,18.8805,0.0108,0.8407,0.4160,359.4096454937341,-32.688212325686955
3848,27143,50.602,1088.750,25.826,0.2099,,,25.9465,0.2507,0.0300,8.9940,359.5880430639352,-32.687849108697876
3935,27622,3614.891,1109.052,18.096000000000004,0.0265,19.445,0.0065,17.2295,0.0089,0.8897,0.1507,359.39982156997604,-32.68698951872415
3951,230841,3613.836,1111.122,17.955,0.0156,19.225,0.0070,17.7195,0.0136,0.8207,-0.0297,359.3998773488544,-32.686897547988714
4010,27871,1471.305,1121.406,20.609,0.0922,22.059,0.0286,19.8495,0.0267,1.0083,0.3363,359.5130182237992,-32.68644844876689
4015,231299,1017.015,1122.915,20.561999999999998,0.0567,21.288,0.0174,19.7055,0.0231,0.6627,0.1907,359.5370078242516,-32.68637002297576
4017,231564,3092.293,1123.102,13.697000000000001,0.0569,13.908999999999999,0.0043,13.1435,0.0086,10.0690,0.2817,359.42741879995003,-32.686376395341206
4028,231231,1496.026,1125.153,19.817999999999998,0.0540,20.849,0.0153,19.046499999999998,0.0132,0.9790,0.3577,359.5117126971703,-32.686282403131536
4035,230744,1005.520,1126.243,18.892000000000003,0.0254,19.388,0.0088,18.5355,0.0156,0.6017,0.0367,359.53761471958273,-32.68622176575881
4040,28058,1009.667,1126.530,18.927999999999997,0.0228,19.512,0.0075,18.7215,0.0139,0.5660,-0.3610,359.53739571966383,-32.686209135645164
4042,231429,1014.395,1127.087,19.421999999999997,0.0311,20.201,0.0107,18.6845,0.0159,0.5953,0.0467,359.53714602945706,-32.68618452267913
4050,231374,1002.702,1129.323,18.765,0.0235,19.535,0.0082,18.6885,0.0156,0.6160,-0.0120,359.5377634182853,-32.686084791945
4053,231533,997.747,1129.607,19.912999999999997,0.0408,20.509,0.0133,19.7395,0.0208,0.6183,0.3143,359.5380250651472,-32.68607201913494
4057,28105,1018.115,1129.951,20.345,0.0517,20.947000000000003,0.0149,19.4075,0.0208,0.6387,0.2050,359.5369494865402,-32.68605734602507
4058,28204,1010.883,1130.110,18.639000000000003,0.0231,19.416,0.0070,17.3155,0.0116,0.5710,-0.0300,359.5373313786777,-32.68605006181216
4059,231375,1007.222,1130.133,17.299,0.0081,18.029,0.0030,16.9625,0.0058,0.5250,0.1067,359.53752470304624,-32.68604892901279
4069,5001184,1005.341,1131.932,17.918,0.0133,18.549000000000003,0.0047,17.2165,0.0080,0.4497,-0.0550,359.5376239678096,-32.68596891681823
4072,231795,1000.866,1132.925,19.279000000000003,0.0293,19.851000000000003,0.0095,18.7135,0.0155,0.6107,0.0043,359.537860241653,-32.68592464788989
4073,231907,1008.335,1133.180,18.673000000000002,0.0253,19.058,0.0063,17.5775,0.0093,0.5650,-0.2183,359.53746582011087,-32.685913540934244
4086,232106,1012.013,1134.788,19.338,0.0317,20.031000000000002,0.0100,18.8685,0.0171,0.6060,0.1967,359.53727154006896,-32.68584218553007
4089,232054,1004.447,1134.969,19.21,0.0320,19.762,0.0092,18.5355,0.0141,0.6097,-0.0290,359.5376710678515,-32.68583391244732
4102,232053,1000.161,1136.946,19.839,0.0458,20.426000000000002,0.0126,19.1035,0.0193,0.6483,0.0300,359.53789732543476,-32.68574591600321
4106,28318,1008.233,1137.302,19.484,0.0378,20.034000000000002,0.0101,18.8735,0.0163,0.6437,0.1897,359.537471058753,-32.68573033851821
4203,28639,4551.775,1155.265,25.857999999999997,0.2101,,0.1589,,,0.0450,7.4445,359.3503500202595,-32.68490020109715
4262,231930,4422.508,1166.967,17.418,0.0269,18.272000000000002,0.0083,17.5615,0.0102,0.8117,-0.2577,359.35717670705344,-32.684386155442226
4277,232368,4422.490,1169.528,19.058,0.0614,18.798000000000002,0.0074,17.4435,0.0071,0.8377,0.1037,359.3571777950378,-32.68427233455217
4397,29783,1225.356,1204.638,20.966,0.0828,21.618000000000002,0.0222,19.3965,0.0230,0.7487,0.4533,359.526003527588,-32.68274367799363
4409,233139,1220.007,1208.035,19.421,0.0382,20.056,0.0106,18.5705,0.0129,0.7553,-0.0720,359.52628587730896,-32.68259256443126
4458,233604,1539.568,1217.283,18.54,0.0170,19.700000000000003,0.0087,18.0265,0.0122,0.7783,-0.1780,359.50941136523824,-32.68218857413167
4463,30134,1536.617,1217.698,18.295,0.0187,18.747,0.0061,17.1225,0.0077,0.7563,-0.2197,359.50956718199717,-32.6821700751494
4622,235160,1476.224,1275.033,19.843000000000004,0.0533,20.743000000000002,0.0144,19.5815,0.0210,0.9667,0.7780,359.51275484921183,-32.679620700788796
4702,5001333,606.662,1297.194,19.564,0.0506,19.994,0.0105,18.9145,0.0181,0.9253,-0.3883,359.5586691875373,-32.678610135366625
4744,235794,4096.750,1306.786,21.509,0.1295,22.317,0.0344,20.0525,0.0411,0.9710,0.6997,359.37438487211654,-32.67818558511893
4760,32138,4099.476,1310.833,20.389000000000003,0.0535,21.005000000000003,0.0149,19.7945,0.0195,0.7747,0.2420,359.37424111687847,-32.67800561520708
4777,235990,4101.229,1315.161,19.715000000000003,0.0401,20.543000000000003,0.0133,19.8425,0.0179,0.7510,0.1063,359.3741487510578,-32.67781319345185
4814,5001362,3830.131,1321.142,18.610999999999997,0.0564,18.872,0.0062,18.546499999999998,0.0164,1.4940,-0.0277,359.3884634368031,-32.67755691134065
4850,236419,500.187,1331.557,17.863999999999997,0.0133,18.869,0.0056,17.7775,0.0089,0.6577,-0.1193,359.56428961567553,-32.67707860884115
4856,5001374,498.303,1333.384,19.469,0.0534,19.344,0.0097,17.9305,0.0136,0.7140,0.1500,359.56438900350304,-32.67699733102732
4905,33086,3123.516,1353.095,19.799,0.0569,20.202,0.0105,19.5375,0.0221,1.2263,0.1387,359.42577452526325,-32.676154006547016
5095,5002629,3047.628,1402.198,,,22.21,0.0245,19.0535,0.0197,0.4545,-0.2140,359.4297823446071,-32.67397284955614
5101,238254,3046.594,1403.846,19.246000000000002,0.0267,19.729000000000003,0.0062,17.8755,0.0064,0.7007,0.1563,359.429836968415,-32.6738996206637
5246,35131,4008.244,1451.605,20.97,0.1800,22.105,0.0288,20.2455,0.0407,0.9843,0.4813,359.37906436556847,-32.671752491119506
5260,239525,4008.293,1456.095,20.505000000000003,0.0803,20.948,0.0149,19.9875,0.0258,0.9063,0.1370,359.3790619706926,-32.67155293443381
5264,239213,4363.733,1456.937,16.512,0.0129,17.041,0.0048,17.0385,0.0088,1.0620,-0.2433,359.36029547392366,-32.671501276904884
5289,239969,2614.822,1460.543,14.044,0.0175,14.809000000000001,0.0041,14.000499999999999,0.0074,5.9920,0.0163,359.45263469788006,-32.67138411473548
5349,35604,320.481,1475.269,18.958,0.0834,19.117,0.0059,17.5035,0.0071,0.8073,0.1767,359.5737705889938,-32.670683628835995
5356,35756,322.263,1476.215,17.692,0.0201,19.368000000000002,0.0057,17.8565,0.0067,0.6157,0.0423,359.5736764529545,-32.670641665437614
5362,239803,318.839,1477.793,19.526000000000003,0.1170,19.816000000000003,0.0099,18.3115,0.0140,0.8507,0.1017,359.5738571465433,-32.67057137689294
5365,239958,321.251,1478.441,18.378,0.0229,19.758000000000003,0.0098,18.4795,0.0115,0.6317,-0.0260,359.57372976424097,-32.67054268655472
5403,35571,3715.181,1485.281,19.53,0.0851,21.241000000000003,0.0135,18.6285,0.0171,1.1623,0.5383,359.39453875366354,-32.67026542030231
5452,240350,2697.096,1491.391,20.075000000000003,0.0553,20.84,0.0139,19.2875,0.0155,0.9117,0.5060,359.4482910492221,-32.67001258338643
5519,36138,1436.661,1498.340,21.215000000000003,0.1189,22.118000000000002,0.0240,19.4035,0.0251,0.9347,1.1587,359.5148384022684,-32.669695167799034
5554,5001535,1344.721,1503.998,19.628,0.0553,19.778000000000002,0.0092,18.9475,0.0189,0.9203,0.2813,359.5196924105624,-32.669441702116494
5572,36320,3703.886,1506.264,20.532000000000004,0.0678,20.877000000000002,0.0139,19.8675,0.0230,0.7087,0.1287,359.39513583077803,-32.669333178437
5589,36502,3707.565,1508.797,20.715000000000003,0.0775,20.973000000000003,0.0146,19.9305,0.0242,0.6560,0.0820,359.39494167980166,-32.66922049269421
5591,240852,3701.374,1508.908,20.276000000000003,0.0495,20.627000000000002,0.0125,19.8885,0.0229,0.6727,-0.0427,359.3952685482923,-32.6692157413977
5597,240976,900.868,1509.498,21.296999999999997,0.1806,22.163,0.0266,19.4705,0.0265,0.9457,0.8683,359.54312625012085,-32.66918497635116
5611,36594,3704.550,1511.583,19.741,0.0353,20.234,0.0086,19.4705,0.0157,0.6010,0.0780,359.3951009590783,-32.669096759557135
5621,241069,3708.528,1513.613,20.286,0.0566,20.564,0.0114,19.7615,0.0200,0.6257,0.1260,359.3948910048913,-32.669006420438635
5631,241098,3713.654,1515.431,20.656,0.0719,21.116000000000003,0.0158,20.3915,0.0292,0.6693,0.5150,359.394620433237,-32.66892546919668
5634,36702,3705.130,1515.781,19.724000000000004,0.0353,20.302000000000003,0.0098,19.8445,0.0191,0.6077,0.0937,359.3950704833847,-32.66891016522445
5646,241312,3709.118,1517.929,20.256999999999998,0.0533,20.653000000000002,0.0113,19.9305,0.0215,0.6297,0.2170,359.39486000582775,-32.66881458132965
5661,36809,3706.139,1520.187,20.027,0.0513,20.938000000000002,0.0158,20.5695,0.0310,0.6647,-0.1230,359.39501736539944,-32.66871431383652
5662,241386,3713.217,1520.275,20.993000000000002,0.1052,21.176000000000002,0.0175,20.4685,0.0328,0.6967,-0.1390,359.39464367526176,-32.66871019382252
5674,241613,3709.885,1522.777,20.381,0.0619,20.981,0.0151,20.3965,0.0307,0.6890,0.0410,359.39481968055196,-32.6685990926056
5684,241286,3714.187,1524.941,20.793999999999997,0.0895,21.176000000000002,0.0172,20.4895,0.0327,0.7497,0.0880,359.39459262651314,-32.66850278788475
5783,37068,3875.808,1542.537,19.854,0.0419,20.402,0.0117,19.4915,0.0196,0.6600,0.6093,359.3860603266414,-32.667715670496
